age,education-num,race,sex,capital-gain,capital-loss,hours-per-week,Probability
19,10,1,1,0,0,20,0
30,7,1,0,0,0,30,0
40,13,0,1,0,0,38,0
60,13,1,1,0,0,30,0
40,12,1,1,0,0,55,0
30,13,1,1,0,0,40,0
40,14,1,1,0,2415,45,1
30,9,1,1,0,0,50,0
50,10,0,1,0,0,40,0
20,11,1,1,0,0,42,1
30,9,1,1,0,0,40,0
40,10,1,1,0,0,40,0
30,9,1,1,0,0,55,0
40,13,0,1,0,0,50,1
40,14,1,1,15024,0,45,1
19,9,1,0,0,0,13,0
40,9,1,0,0,0,40,1
40,9,0,1,0,0,40,0
20,10,1,0,0,0,2,0
20,12,1,1,0,0,30,0
70,9,1,1,0,0,17,0
20,9,1,1,0,0,40,0
30,15,1,1,0,0,40,1
30,10,1,1,0,0,40,0
30,9,1,0,0,0,40,0
19,9,1,1,0,0,35,0
20,13,1,1,0,1590,50,0
30,9,1,1,0,0,45,0
40,14,1,1,99999,0,50,1
40,13,1,1,0,0,40,0
30,7,1,1,0,0,40,0
50,9,1,1,7688,0,60,1
40,12,1,1,7688,0,42,1
20,9,1,0,0,0,28,0
40,10,1,1,0,0,52,1
60,14,1,0,3103,0,40,1
70,9,1,0,0,0,25,0
20,11,1,0,0,0,40,0
20,10,1,1,0,0,40,0
40,13,1,1,0,0,40,1
40,9,1,1,0,0,38,0
40,13,1,0,4687,0,35,1
30,10,0,0,0,0,40,0
20,10,1,1,0,0,50,1
20,9,1,0,0,0,40,0
20,10,1,1,0,0,40,0
40,14,1,1,0,0,40,1
30,10,1,1,0,0,56,1
40,13,1,1,0,0,50,1
17,8,1,0,0,0,30,0
40,9,1,1,0,0,40,0
40,10,1,1,0,0,28,0
20,13,0,0,0,0,40,0
50,13,1,1,4386,0,13,1
20,13,1,1,0,0,40,0
20,10,0,0,0,0,40,0
20,9,1,1,0,0,24,0
30,9,1,1,0,0,40,0
30,10,1,1,0,0,40,1
40,13,1,1,0,0,45,0
20,10,1,1,0,0,40,0
40,10,1,1,0,0,60,0
50,9,1,1,0,0,25,0
40,9,1,0,0,0,36,0
30,11,0,0,0,0,6,0
30,9,1,1,0,0,50,0
30,11,1,1,0,0,40,0
30,9,1,0,0,0,40,1
20,13,1,1,0,0,10,0
40,9,1,1,0,0,40,0
30,12,1,1,0,0,40,0
40,9,1,0,0,0,22,0
50,15,0,1,0,0,40,0
40,14,1,1,0,0,50,1
20,9,0,1,0,0,40,0
50,9,1,1,0,0,40,0
50,9,1,1,0,0,40,1
60,9,1,0,0,0,35,0
70,9,1,0,0,0,20,0
40,9,1,1,0,0,40,1
30,13,1,0,0,0,45,0
20,13,1,1,0,0,65,0
30,7,1,1,0,0,50,0
40,7,1,0,0,0,52,0
30,7,0,0,0,0,40,0
20,9,1,0,2829,0,40,0
30,9,1,1,0,0,40,0
40,10,0,0,0,0,36,0
20,9,1,0,0,0,40,1
20,14,0,1,0,0,30,0
20,9,1,1,0,0,40,0
30,10,1,0,0,0,40,0
30,13,1,1,0,0,55,0
20,10,0,0,0,0,40,0
30,13,1,1,0,0,40,0
60,9,1,1,0,0,40,0
30,10,1,0,0,0,58,0
50,9,1,0,0,1719,25,0
20,9,1,0,0,0,40,0
50,9,1,0,0,0,10,0
20,13,1,0,0,0,40,0
60,10,1,0,0,0,48,0
30,10,1,1,0,0,50,0
20,10,1,1,0,0,40,1
50,10,1,1,0,0,28,0
40,9,0,1,0,0,30,0
18,8,1,1,0,0,15,0
50,9,1,1,0,0,40,1
40,10,1,1,0,0,50,1
60,9,1,1,0,0,8,0
20,9,1,0,2174,0,40,0
30,9,0,0,0,0,38,0
30,9,1,0,0,0,40,0
20,9,1,1,3103,0,40,1
50,13,1,0,14084,0,40,1
30,2,1,1,0,0,37,0
30,8,0,1,0,0,45,0
20,10,1,1,0,0,40,0
30,10,1,1,0,0,40,0
60,3,1,1,0,0,12,0
50,6,1,0,0,0,37,0
30,9,1,1,2829,0,45,0
20,13,1,1,0,0,40,0
20,9,1,1,0,0,40,0
30,10,1,1,0,0,60,0
17,6,1,1,0,0,30,0
19,10,1,1,0,0,45,0
50,14,1,1,0,1977,55,1
50,3,1,0,0,0,40,0
30,9,1,0,0,0,37,0
70,9,1,1,0,0,20,0
20,10,1,1,0,0,50,0
40,13,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,10,0,1,0,0,40,0
70,15,1,1,0,0,35,1
50,9,0,1,0,0,40,0
17,6,1,1,0,0,15,0
30,13,1,1,0,0,40,0
19,9,0,0,0,0,24,0
50,9,1,1,0,0,40,0
50,10,1,1,0,0,40,0
30,10,1,1,0,0,40,0
20,10,0,1,0,0,40,0
30,13,1,0,0,0,32,0
30,9,1,1,0,0,40,0
30,10,1,0,0,0,40,0
30,9,1,0,0,0,24,0
40,15,1,1,99999,0,65,1
50,10,0,1,0,0,60,1
20,9,1,1,0,0,40,0
40,15,1,0,14084,0,50,1
50,9,0,0,0,0,40,0
30,10,1,1,0,0,13,0
40,3,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,8,1,0,0,0,40,0
40,9,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,12,1,1,0,0,40,1
40,9,1,1,0,0,30,0
20,13,1,1,0,0,40,0
30,9,1,1,0,0,40,0
30,9,1,1,0,0,50,0
30,9,1,1,2174,0,40,0
30,9,0,1,0,0,40,0
20,10,1,1,0,0,43,0
20,9,1,1,0,0,40,0
19,9,0,0,0,0,40,0
40,9,0,0,0,0,42,1
30,9,1,1,0,0,60,0
30,13,1,1,0,0,10,0
50,6,1,1,0,0,45,0
30,13,1,1,0,0,40,1
20,13,1,1,0,0,46,1
50,12,1,1,0,0,40,0
50,13,1,1,0,0,50,1
50,5,1,1,0,0,48,0
30,13,0,1,0,0,50,1
30,13,1,1,0,2415,48,1
30,9,1,1,0,0,40,0
60,9,1,1,0,0,33,0
30,10,0,1,0,0,30,0
30,10,1,1,0,0,50,1
30,10,1,1,2463,0,40,0
40,9,1,1,0,0,45,1
60,6,1,1,0,0,40,0
20,10,1,1,0,0,65,0
17,9,1,1,0,0,35,0
50,9,1,1,0,0,40,0
70,12,0,1,0,0,20,0
20,10,1,0,0,0,38,0
30,9,1,0,0,0,20,0
30,12,1,1,0,0,50,0
20,9,1,0,0,0,40,0
20,10,1,0,0,0,35,0
40,7,1,1,0,0,40,0
50,9,1,0,0,0,40,0
30,10,0,0,0,0,40,0
60,13,1,1,20051,0,40,1
60,16,1,0,3273,0,40,0
40,10,1,0,0,0,40,0
30,9,0,1,0,0,45,0
30,13,1,1,0,0,50,1
40,9,1,1,0,0,40,0
20,12,1,1,0,0,20,0
40,9,1,1,0,0,40,0
20,9,1,1,0,0,50,0
19,8,0,1,0,0,20,0
70,9,1,0,0,0,40,0
30,13,1,0,1151,0,35,0
50,14,1,1,0,0,32,1
20,14,1,0,0,0,46,0
50,9,1,0,0,0,40,0
30,9,1,1,4101,0,40,0
30,10,1,1,0,0,50,1
20,9,1,1,0,0,40,0
20,4,1,1,0,0,40,0
30,10,1,1,0,0,50,0
20,9,1,1,0,0,40,0
40,9,1,0,0,0,35,0
60,4,1,1,0,0,20,0
50,7,0,1,0,0,40,0
50,16,1,1,0,0,46,1
17,5,1,0,0,0,20,0
30,9,0,1,14084,0,35,1
30,9,1,0,0,0,5,0
20,10,1,1,0,0,40,0
60,13,1,1,0,0,45,1
60,9,1,1,0,0,40,0
50,10,1,0,0,0,40,0
20,9,1,1,0,0,40,0
30,9,1,1,1151,0,30,0
40,11,1,1,0,0,45,1
20,10,1,0,0,0,3,0
50,9,1,1,0,0,50,1
20,9,1,1,0,0,40,0
40,13,1,1,0,0,40,0
50,13,1,1,0,0,40,1
40,13,1,1,0,0,40,0
60,14,1,0,0,0,45,0
50,13,1,1,0,0,25,1
30,11,1,0,0,0,40,0
18,6,1,1,0,0,30,0
20,7,0,0,0,0,40,0
30,9,0,1,0,0,40,0
20,13,1,0,0,0,35,0
30,13,1,1,0,0,48,0
50,13,1,1,0,0,30,1
40,9,1,1,0,0,40,0
19,10,1,0,0,0,40,0
40,10,1,1,0,2415,55,1
40,10,1,0,5013,0,40,0
50,4,1,1,0,0,20,0
40,9,0,0,0,0,40,0
20,13,1,0,0,2339,35,0
40,9,1,1,0,0,50,0
40,13,1,0,14344,0,40,1
17,7,1,0,0,1602,12,0
50,4,1,1,0,0,40,1
40,14,1,1,0,0,50,1
60,9,1,0,0,0,40,0
20,10,1,1,0,0,16,0
40,10,1,1,0,0,50,0
40,10,1,1,0,0,40,0
40,9,0,0,0,0,40,1
40,13,1,1,0,0,55,0
30,11,1,1,0,0,60,1
40,10,0,1,0,0,40,1
70,15,1,1,99999,0,50,1
50,9,1,1,0,0,30,0
40,10,1,1,0,0,40,1
40,9,1,1,0,0,45,0
30,9,0,1,0,0,40,0
40,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
20,10,1,1,0,0,35,0
40,2,1,1,0,0,60,0
50,13,1,1,0,0,50,0
30,13,1,0,0,0,40,0
30,9,1,1,0,0,40,0
50,16,1,1,0,0,40,0
60,3,1,1,1797,0,40,0
20,13,0,0,0,0,35,0
30,11,1,1,3103,0,40,1
20,10,1,1,0,0,30,0
60,9,1,1,0,0,32,0
20,10,1,1,0,0,40,0
20,11,1,0,0,0,35,0
40,8,1,0,0,0,50,0
30,15,1,1,0,1902,50,1
20,12,1,0,0,0,18,0
20,9,1,0,0,0,42,0
30,11,1,0,0,0,40,0
30,10,1,1,0,0,45,1
40,5,1,1,0,0,40,0
40,7,1,1,7298,0,40,1
60,13,1,1,0,0,40,1
20,9,1,1,0,0,40,0
20,10,1,0,0,0,30,0
30,9,1,1,0,0,60,1
20,10,1,1,0,0,40,0
20,7,1,1,0,0,40,0
50,13,1,1,0,0,60,0
40,14,0,0,0,0,38,1
20,13,1,0,0,0,7,0
20,9,1,1,0,0,45,0
30,4,1,1,0,0,60,0
40,14,1,1,0,1902,40,1
30,9,0,0,0,0,40,0
20,7,1,1,0,0,70,1
20,10,1,1,0,0,40,0
40,5,1,1,0,0,40,0
40,13,1,1,0,0,50,1
30,10,1,1,0,0,50,0
17,6,0,1,0,0,35,0
50,15,1,1,5178,0,50,1
40,9,1,0,0,0,40,0
50,6,1,1,0,0,45,0
50,9,1,1,0,0,35,1
60,6,1,1,0,0,40,0
20,13,0,0,0,0,45,0
40,9,0,0,0,0,40,0
50,10,0,0,0,0,37,0
50,9,1,0,0,0,58,0
30,14,1,1,0,1848,50,1
50,9,1,1,0,0,40,0
30,10,1,1,0,0,50,0
40,13,1,1,0,0,40,0
40,5,1,1,0,0,38,0
30,10,0,1,0,0,50,1
50,13,1,1,0,0,60,0
30,9,1,0,0,0,40,0
30,15,1,1,27828,0,50,1
20,10,1,0,0,0,25,0
20,6,1,0,0,1762,25,0
20,14,1,1,0,0,40,0
20,10,1,0,0,0,15,0
40,12,1,0,0,0,38,0
40,11,1,1,0,0,70,0
40,9,1,1,0,0,40,0
30,5,0,1,0,0,40,0
30,9,1,1,0,0,50,0
30,10,1,1,0,0,40,0
20,11,1,1,0,0,30,0
30,13,1,1,0,1902,45,1
40,3,1,1,0,0,40,0
20,10,1,0,0,0,20,0
40,10,1,0,0,0,60,0
20,13,0,0,0,0,40,0
18,7,1,1,0,0,25,0
40,14,1,1,0,0,40,1
30,10,1,0,0,0,20,0
30,9,1,1,0,0,40,0
20,11,1,1,0,0,20,0
20,9,1,1,0,0,40,0
30,13,1,1,3908,0,70,0
40,13,0,1,0,0,40,1
70,2,0,0,0,0,16,0
40,13,1,1,0,0,70,1
60,13,1,0,0,0,50,0
60,16,1,1,20051,0,5,1
30,9,1,0,0,0,40,0
50,10,1,1,0,0,40,0
20,10,0,1,0,0,20,0
70,9,1,0,0,0,36,0
40,9,1,0,0,0,40,0
40,9,1,1,5013,0,40,0
40,9,1,1,0,0,40,1
20,9,0,1,0,0,20,0
40,10,0,1,0,0,40,0
20,8,0,1,0,0,48,0
40,9,0,0,0,0,25,0
30,13,1,1,0,0,40,1
60,13,1,1,0,0,45,0
19,10,1,0,0,0,40,0
40,10,1,1,5178,0,38,1
40,14,1,0,0,0,65,1
40,13,1,0,0,0,70,0
20,10,1,0,0,0,8,0
20,10,1,0,0,0,40,0
20,10,1,1,0,0,45,0
30,13,1,0,0,0,60,1
40,13,1,0,0,0,40,0
20,9,1,1,0,0,45,1
20,9,1,0,0,0,34,0
20,6,1,1,0,0,40,0
50,9,1,1,0,0,40,1
20,13,1,1,0,0,65,0
30,9,1,1,0,0,35,0
30,10,1,1,0,0,50,0
20,9,0,0,0,0,40,0
50,14,1,0,0,0,40,1
30,9,1,1,0,0,62,0
20,11,0,0,0,0,30,0
20,10,1,1,0,0,40,0
19,10,0,0,0,0,20,0
40,15,1,1,7298,0,35,1
40,13,1,1,15024,0,45,1
40,9,0,0,0,0,84,0
20,9,1,1,0,0,40,0
20,12,1,1,0,0,15,0
40,10,1,1,0,0,70,1
20,10,1,1,0,0,20,0
20,9,1,1,0,0,40,0
30,9,0,1,0,0,40,0
20,9,1,1,0,0,40,0
30,10,1,1,0,0,50,0
20,12,1,0,0,0,27,0
50,9,1,0,0,0,30,0
30,14,1,0,0,0,40,0
20,13,1,0,0,0,40,0
70,9,1,1,0,0,26,0
20,9,0,1,0,0,30,0
50,13,1,0,0,0,50,0
60,13,1,1,0,0,55,1
40,9,1,1,0,0,40,0
50,13,1,0,0,0,37,0
20,12,1,0,0,0,40,0
20,9,1,0,0,0,30,0
40,13,1,1,15024,0,50,1
40,11,1,1,0,1902,42,1
40,9,1,1,0,0,60,0
30,9,1,1,0,0,70,0
20,9,0,0,0,0,40,0
40,14,1,0,10520,0,50,1
40,10,1,1,0,0,40,0
30,13,1,1,15024,0,50,1
50,9,1,1,0,0,60,0
20,10,1,0,0,0,35,0
50,13,1,0,0,0,60,0
40,9,1,0,0,0,40,1
30,9,0,0,0,0,70,1
20,9,1,1,0,0,35,0
40,13,1,1,0,0,40,1
30,7,0,1,0,0,45,0
50,9,1,1,0,0,40,0
40,13,1,1,0,1902,42,1
30,9,1,1,0,0,40,0
20,11,1,1,0,1504,40,0
20,13,1,0,0,0,40,0
30,13,1,1,0,0,60,1
20,10,1,1,0,0,9,0
60,9,1,1,0,0,40,1
30,9,1,1,0,0,40,0
30,9,0,1,0,0,40,0
60,14,1,1,0,0,50,1
17,6,1,0,0,0,23,0
20,13,1,1,0,0,20,0
70,9,1,0,0,0,25,0
30,11,1,1,0,0,40,0
50,16,1,1,7298,0,40,1
60,9,1,1,0,0,10,0
40,9,1,1,3325,0,40,0
20,9,1,1,0,0,40,0
30,9,0,1,0,0,40,0
20,9,1,1,0,0,37,0
60,6,1,1,0,0,16,0
40,9,1,1,0,0,40,1
20,13,1,0,0,0,36,0
50,8,1,1,0,0,50,0
20,7,1,0,0,0,40,0
20,9,1,1,0,0,46,0
20,10,1,1,0,0,40,0
20,11,1,1,0,0,40,1
20,9,1,1,0,0,35,0
30,9,1,1,0,0,70,0
20,13,1,1,0,0,40,0
40,11,1,1,0,0,40,0
40,9,1,1,14344,0,40,1
20,7,1,1,0,0,50,0
30,5,1,1,0,0,43,1
18,9,1,1,0,0,30,0
20,10,0,0,0,0,45,0
30,10,1,1,0,0,40,0
20,9,1,1,0,0,40,0
30,13,1,1,0,0,40,0
40,9,1,1,7688,0,40,1
40,14,1,1,0,0,50,0
20,9,0,0,0,0,35,0
20,10,1,0,0,0,25,0
20,9,1,0,0,0,40,0
19,10,1,1,0,0,30,0
40,12,1,1,0,0,40,1
20,10,1,1,0,0,20,0
30,7,1,1,0,0,47,0
30,10,0,0,0,0,40,0
20,10,1,1,0,0,32,0
20,10,1,1,0,0,10,0
20,13,1,1,0,0,40,0
20,3,1,1,0,0,40,0
20,13,1,0,0,0,40,0
20,10,1,0,0,0,20,0
20,9,1,0,0,0,40,0
20,5,1,1,0,0,40,0
40,13,1,1,0,0,40,1
18,9,1,0,0,0,40,0
20,13,1,1,0,0,40,0
30,9,1,1,0,1740,48,0
30,13,1,0,0,0,17,0
40,14,1,0,0,0,55,0
30,10,1,1,0,0,40,1
30,9,1,1,0,0,50,1
30,9,1,1,0,0,40,0
50,12,0,1,0,0,40,0
30,11,1,0,0,0,40,1
17,7,0,0,0,0,30,0
40,13,1,1,7298,0,40,1
30,9,1,1,0,0,48,0
40,16,1,1,0,0,45,0
20,9,1,1,0,0,50,0
60,10,1,0,0,0,30,0
30,9,1,1,0,0,40,0
60,9,1,0,0,0,40,0
30,13,1,1,0,0,40,0
20,9,1,0,0,0,40,0
30,3,0,0,0,0,40,0
20,9,1,0,0,0,40,0
40,9,1,1,0,0,60,1
20,13,0,0,0,0,40,0
20,11,1,1,0,0,40,0
40,10,1,0,0,0,40,0
60,10,1,1,0,0,40,1
20,9,1,0,0,0,20,0
30,11,1,0,0,0,40,0
30,9,1,1,5178,0,40,1
30,10,1,0,0,0,50,0
30,6,1,1,0,0,40,0
20,9,1,1,0,0,40,0
60,5,1,1,0,0,40,0
20,13,1,0,0,0,43,0
60,9,1,1,0,0,20,0
20,9,1,0,0,0,35,0
20,3,1,0,0,0,65,0
30,10,1,1,0,0,60,0
20,9,0,0,0,0,30,0
50,10,1,0,0,0,40,0
50,9,1,1,0,0,45,0
20,10,0,1,0,0,24,0
20,9,1,1,0,0,40,0
30,9,0,1,0,0,80,0
30,9,0,0,0,0,30,0
50,9,1,1,0,0,84,1
50,7,1,1,0,0,40,0
50,13,1,0,0,0,40,1
17,6,1,1,0,0,40,0
20,7,1,0,0,0,40,0
19,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
50,10,1,1,14084,0,60,1
30,14,1,1,6849,0,40,0
18,5,1,1,0,0,40,0
20,14,1,0,0,0,40,0
30,11,1,1,0,0,60,0
40,13,1,1,0,0,40,1
19,9,1,0,0,0,35,0
30,9,1,1,0,0,40,0
40,9,1,1,0,0,40,1
40,12,1,1,0,0,50,0
60,7,1,0,0,0,20,0
50,13,1,1,0,0,45,1
40,9,0,0,0,0,32,0
40,4,0,1,0,1651,40,0
20,6,1,1,0,0,40,0
20,10,1,1,0,1485,40,1
20,9,0,0,0,0,25,0
20,10,1,0,0,0,12,0
50,9,1,1,0,0,40,0
30,10,1,1,0,1740,40,0
20,9,1,1,0,0,70,0
30,10,1,1,15024,0,40,1
60,9,1,0,0,0,15,0
20,9,1,0,0,0,35,0
40,10,1,1,0,0,40,0
40,9,1,1,2174,0,40,0
17,5,1,0,0,0,16,0
30,3,1,1,0,0,40,0
30,14,1,1,0,0,40,1
30,9,1,0,0,0,4,0
20,9,1,0,0,0,38,0
50,6,1,1,0,0,41,0
40,10,1,1,0,0,58,1
20,13,1,0,0,0,30,0
50,14,1,1,0,0,50,0
30,7,0,0,0,0,30,0
50,13,1,1,0,0,55,1
19,7,1,1,0,2129,55,0
30,5,0,1,0,0,45,0
20,10,0,1,0,0,20,0
40,16,1,0,0,0,60,1
60,13,1,1,0,0,60,0
30,9,1,1,7298,0,45,1
50,9,1,1,0,0,10,0
30,11,1,1,0,0,40,1
30,12,1,1,0,0,24,0
50,15,1,1,0,0,50,0
40,9,1,1,0,0,40,0
30,10,1,0,0,0,45,0
60,9,1,0,0,0,35,0
30,13,1,0,0,0,56,0
30,9,1,1,0,0,40,0
60,13,1,1,0,0,50,1
60,13,1,1,0,0,24,0
20,13,0,1,0,0,20,0
60,15,1,1,0,2415,80,1
60,4,1,0,0,0,15,0
30,10,1,1,0,0,60,0
20,13,1,0,0,0,20,0
40,9,1,1,0,0,40,0
20,13,1,1,0,0,44,0
50,14,1,1,99999,0,55,1
60,6,1,0,0,0,11,0
30,9,1,1,0,0,40,0
30,3,0,1,0,0,50,0
50,15,1,1,27828,0,40,1
50,14,1,1,0,0,40,1
20,10,1,1,0,0,16,0
40,13,0,1,0,0,40,1
30,10,1,0,0,0,35,0
20,14,1,1,0,0,30,0
40,13,1,1,0,0,50,0
40,9,1,0,0,0,40,0
40,10,0,0,0,0,6,0
19,7,1,1,0,0,20,0
20,13,1,0,0,0,99,0
50,9,1,1,7688,0,40,1
40,9,1,1,0,0,40,0
40,10,1,1,7298,0,50,1
30,13,1,1,0,0,45,1
40,9,1,0,0,0,40,0
30,9,1,1,0,0,64,1
30,9,0,0,0,0,60,0
20,13,1,1,0,0,50,1
50,9,1,0,0,0,40,0
40,13,1,1,0,0,45,0
70,10,1,0,0,0,20,0
60,7,1,1,0,0,40,0
50,10,1,1,5013,0,52,0
20,10,1,0,0,0,25,0
20,9,1,1,0,0,40,0
40,10,1,1,0,0,40,1
20,13,1,0,0,0,50,0
70,9,0,1,0,0,40,0
40,7,1,0,0,0,6,0
30,9,1,1,0,0,50,0
20,13,1,0,0,0,25,0
60,13,1,0,0,0,40,0
18,9,1,0,0,0,25,0
30,13,1,1,0,1848,54,1
30,4,1,1,0,0,45,0
50,9,1,0,0,0,40,0
50,12,1,0,0,0,40,0
20,10,1,0,0,0,20,0
20,10,1,1,0,0,40,0
30,9,1,1,0,0,40,0
40,13,1,1,10520,0,40,1
20,9,1,0,0,0,40,0
40,10,1,1,7298,0,40,1
40,12,1,1,0,0,60,0
30,10,1,1,0,0,35,1
50,10,1,1,0,0,40,1
20,13,1,1,0,0,35,0
20,11,0,0,0,0,36,0
20,11,1,0,0,0,35,0
20,9,1,0,3464,0,40,0
30,10,1,0,0,0,40,0
20,14,1,1,0,0,40,0
40,9,1,1,0,0,40,0
30,13,1,1,0,0,45,0
40,12,1,1,0,0,20,0
20,13,1,1,0,0,40,0
20,12,0,1,0,0,40,1
20,9,1,1,0,0,50,0
60,4,1,1,0,0,91,0
20,9,0,0,0,0,40,0
40,10,1,0,0,0,70,1
30,13,1,0,0,0,2,0
19,9,0,0,0,0,40,0
20,11,1,0,0,0,40,0
60,10,0,1,0,0,40,1
20,9,1,0,0,0,36,0
30,14,1,1,0,0,50,1
40,9,0,0,0,0,40,0
30,13,1,0,0,0,60,1
20,12,1,0,0,0,35,0
30,9,1,1,4416,0,40,0
30,9,1,0,0,0,40,1
30,14,1,1,0,0,45,1
30,10,1,0,0,0,40,0
40,13,1,1,0,0,60,1
20,9,1,1,0,0,40,0
40,9,1,1,0,0,40,0
40,14,1,1,0,0,60,1
50,7,1,1,0,0,45,0
30,10,1,1,0,0,8,0
50,10,1,0,0,0,50,0
40,13,1,1,0,0,40,1
20,9,1,0,0,0,40,0
30,13,1,0,0,0,25,0
30,13,1,1,0,0,40,1
30,10,1,0,0,0,45,0
20,9,1,1,0,0,37,0
30,9,0,1,0,0,40,1
40,5,0,0,0,0,40,0
50,14,1,0,0,0,40,0
50,10,1,1,0,0,40,0
40,10,1,0,0,0,48,0
50,9,1,1,0,0,40,1
30,5,1,1,0,0,50,0
40,9,1,0,0,0,45,0
30,9,1,0,0,0,25,0
20,9,1,1,0,0,40,0
40,9,1,1,0,0,60,0
20,10,0,1,0,0,40,0
50,13,0,0,0,0,40,0
20,9,1,1,0,0,50,1
30,14,0,0,0,0,40,0
30,9,1,1,0,0,52,1
50,12,1,1,0,0,50,1
17,7,1,1,0,0,40,0
70,11,1,0,6723,0,25,0
19,9,1,0,0,0,40,0
20,4,1,0,0,0,40,0
20,9,0,0,0,0,25,0
30,10,1,1,0,0,40,0
40,10,1,0,0,0,45,0
50,10,1,1,0,0,45,1
20,6,1,1,0,0,40,0
20,10,1,1,0,0,42,0
40,14,1,1,0,0,24,0
40,9,1,1,0,0,50,1
30,13,1,1,0,0,50,0
50,9,1,1,7298,0,50,1
40,9,1,1,0,0,40,1
30,10,0,0,0,0,40,0
30,9,0,0,3464,0,20,0
50,6,1,0,0,0,43,0
60,9,1,1,0,0,40,0
40,16,1,1,0,0,60,0
30,9,0,0,0,0,35,0
30,9,1,1,0,0,40,0
20,9,1,0,0,0,40,0
70,11,1,0,0,0,14,0
40,13,1,1,0,0,60,0
60,14,1,0,2009,0,40,0
20,13,1,1,0,0,40,1
30,11,1,1,0,0,55,1
20,10,1,1,0,0,42,0
60,9,1,1,0,0,55,1
50,9,0,0,0,2001,40,0
40,15,1,0,0,0,40,0
17,7,0,0,0,0,20,0
60,3,1,1,0,0,40,0
30,8,1,1,0,0,40,0
20,4,1,1,0,0,40,0
30,5,0,1,0,0,48,0
60,13,1,1,10605,0,40,1
30,13,1,1,14084,0,50,1
60,9,0,0,0,0,40,0
40,15,1,1,0,0,50,1
40,10,0,0,0,0,49,0
30,9,1,1,0,0,40,0
30,10,0,0,0,0,27,0
40,10,0,1,0,0,40,0
40,10,1,1,0,0,65,1
30,9,1,1,0,0,60,0
30,15,1,1,0,0,40,0
40,10,1,1,14084,0,44,1
50,9,1,1,0,0,40,1
30,13,1,0,0,0,72,1
40,13,1,0,0,0,25,1
20,10,0,0,0,0,30,0
30,9,1,1,3103,0,40,1
30,10,0,0,0,0,40,0
19,9,1,1,0,0,25,0
50,14,1,0,0,0,35,0
30,9,1,1,0,0,50,0
20,13,1,1,0,0,20,0
40,9,1,1,0,1876,40,0
30,10,1,1,0,0,40,0
20,13,1,1,0,0,40,0
40,16,1,0,15024,0,32,1
20,11,1,1,0,0,5,0
20,11,0,0,0,0,45,0
50,9,1,0,0,1617,40,0
30,9,1,0,0,0,38,0
20,10,1,0,2176,0,20,0
70,9,1,0,0,4356,18,0
50,13,1,1,0,0,60,1
30,10,0,1,0,0,40,0
30,11,1,0,0,0,32,0
30,13,1,1,0,0,40,1
30,13,1,1,0,0,40,1
30,9,0,1,3411,0,40,0
40,9,1,1,0,0,56,0
40,11,1,0,0,0,40,0
40,7,1,1,0,0,45,0
30,13,1,1,0,0,40,0
30,9,1,0,0,0,81,0
30,11,1,1,0,0,40,0
20,7,1,1,0,0,50,0
50,10,1,0,0,0,40,0
20,9,1,1,0,0,40,0
17,6,1,1,0,0,30,0
40,9,1,1,0,0,70,1
50,14,1,1,0,0,40,1
40,9,0,1,0,0,40,0
30,7,1,1,0,0,50,0
20,10,1,1,0,0,40,0
30,9,0,1,0,0,40,0
30,14,0,0,7688,0,38,1
20,9,1,1,0,0,40,0
40,14,1,0,0,1902,38,1
50,9,1,0,0,0,28,0
30,11,1,1,0,0,48,0
20,13,1,0,0,0,40,0
17,7,1,1,0,0,15,0
30,3,1,1,0,0,40,0
30,11,0,0,0,0,48,1
30,13,1,0,0,0,40,0
20,12,1,0,0,0,20,0
30,6,1,1,0,0,45,0
50,9,1,1,0,0,40,1
30,9,1,0,0,0,8,0
40,13,0,1,0,0,40,1
30,13,0,0,0,625,40,0
50,9,1,1,0,1485,45,1
40,13,1,1,0,0,48,1
40,9,1,1,0,0,35,0
20,9,1,1,0,0,35,0
30,9,1,1,0,0,40,0
50,12,0,1,0,0,40,0
50,9,1,1,0,0,28,0
40,11,1,1,0,0,40,1
50,14,1,0,0,0,15,0
30,11,1,1,0,0,50,0
20,10,1,0,0,0,12,0
40,9,1,1,0,0,40,0
30,9,1,1,0,0,70,0
40,13,1,0,0,0,45,0
50,9,1,0,2202,0,35,0
40,11,0,0,0,0,40,0
50,10,1,1,0,0,40,0
50,6,1,1,0,0,35,0
19,9,1,0,0,0,30,0
50,6,1,1,7688,0,50,1
30,15,1,1,0,0,30,1
30,13,0,0,0,0,40,1
20,10,1,0,0,0,40,0
40,13,1,1,7688,0,50,1
30,9,1,1,0,1408,38,0
30,10,1,1,0,0,50,0
50,14,1,0,14084,0,40,1
30,14,1,1,0,0,45,1
50,7,1,0,0,0,40,0
40,10,0,0,0,0,40,0
20,11,1,1,0,0,40,0
50,10,0,1,0,0,40,0
30,13,1,1,99999,0,40,1
20,9,1,1,0,0,50,0
40,11,1,0,0,0,40,0
60,9,1,0,15024,0,15,1
40,14,1,1,0,0,40,0
60,7,1,1,0,0,35,0
20,9,1,1,0,1408,40,0
40,9,1,1,0,1740,43,0
